Indicator;Country;Forecast;Variant;Pred Value;Obs value;Cal year
TFR;Luxembourg;1977;L;1.56;1.761;1996
TFR;Luxembourg;1977;L;1.56;1.709;1997
TFR;Luxembourg;1977;L;1.56;1.673;1998
TFR;Luxembourg;1977;L;1.56;1.731;1999
TFR;Luxembourg;1977;L;1.56;1.760;2000
TFR;Luxembourg;1977;L;1.56;1.660;2001
TFR;Luxembourg;1977;L;1.56;1.630;2002
TFR;Luxembourg;1977;L;1.56;;2003
TFR;Luxembourg;1977;L;1.56;;2004
TFR;Luxembourg;1977;L;1.56;;2005
TFR;Luxembourg;1977;L;1.56;;2006
TFR;Luxembourg;1977;L;1.56;;2007
TFR;Luxembourg;1977;L;1.56;;2008
TFR;Luxembourg;1977;L;1.56;;2009
TFR;Luxembourg;1977;L;1.56;;2010
TFR;Luxembourg;1977;M;1.58;1.477;1977
TFR;Luxembourg;1977;M;1.60;1.497;1978
TFR;Luxembourg;1977;M;1.62;1.509;1979
TFR;Luxembourg;1977;M;1.64;1.463;1980
TFR;Luxembourg;1977;M;1.66;1.571;1981
TFR;Luxembourg;1977;M;1.68;1.482;1982
TFR;Luxembourg;1977;M;1.71;1.443;1983
TFR;Luxembourg;1977;M;1.73;1.395;1984
TFR;Luxembourg;1977;M;1.76;1.392;1985
TFR;Luxembourg;1977;M;1.79;1.445;1986
TFR;Luxembourg;1977;M;1.82;1.411;1987
TFR;Luxembourg;1977;M;1.82;1.521;1988
TFR;Luxembourg;1977;M;1.82;1.502;1989
TFR;Luxembourg;1977;M;1.82;1.596;1990
TFR;Luxembourg;1977;M;1.82;1.568;1991
TFR;Luxembourg;1977;M;1.83;1.669;1992
TFR;Luxembourg;1977;M;1.83;1.694;1993
TFR;Luxembourg;1977;M;1.83;1.715;1994
TFR;Luxembourg;1977;M;1.83;1.681;1995
TFR;Luxembourg;1977;M;1.83;1.761;1996
TFR;Luxembourg;1977;M;1.83;1.709;1997
TFR;Luxembourg;1977;M;1.83;1.673;1998
TFR;Luxembourg;1977;M;1.83;1.731;1999
TFR;Luxembourg;1977;M;1.83;1.760;2000
TFR;Luxembourg;1977;M;1.83;1.660;2001
TFR;Luxembourg;1977;M;1.83;1.630;2002
TFR;Luxembourg;1977;M;1.83;;2003
TFR;Luxembourg;1977;M;1.83;;2004
TFR;Luxembourg;1977;M;1.83;;2005
TFR;Luxembourg;1977;M;1.83;;2006
TFR;Luxembourg;1977;M;1.83;;2007
TFR;Luxembourg;1977;M;1.83;;2008
TFR;Luxembourg;1977;M;1.83;;2009
TFR;Luxembourg;1977;M;1.83;;2010
TFR;Luxembourg;1977;H;1.58;1.477;1977
TFR;Luxembourg;1977;H;1.62;1.497;1978
TFR;Luxembourg;1977;H;1.65;1.509;1979
TFR;Luxembourg;1977;H;1.68;1.463;1980
TFR;Luxembourg;1977;H;1.71;1.571;1981
TFR;Luxembourg;1977;H;1.74;1.482;1982
TFR;Luxembourg;1977;H;1.76;1.443;1983
TFR;Luxembourg;1977;H;1.79;1.395;1984
TFR;Luxembourg;1977;H;1.82;1.392;1985
TFR;Luxembourg;1977;H;1.85;1.445;1986
TFR;Luxembourg;1977;H;1.88;1.411;1987
TFR;Luxembourg;1977;H;1.88;1.521;1988
TFR;Luxembourg;1977;H;1.88;1.502;1989
TFR;Luxembourg;1977;H;1.89;1.596;1990
TFR;Luxembourg;1977;H;1.89;1.568;1991
TFR;Luxembourg;1977;H;1.89;1.669;1992
TFR;Luxembourg;1977;H;1.89;1.694;1993
TFR;Luxembourg;1977;H;1.89;1.715;1994
TFR;Luxembourg;1977;H;1.89;1.681;1995
TFR;Luxembourg;1977;H;1.89;1.761;1996
TFR;Luxembourg;1977;H;1.89;1.709;1997
TFR;Luxembourg;1977;H;1.89;1.673;1998
TFR;Luxembourg;1977;H;1.90;1.731;1999
TFR;Luxembourg;1977;H;1.90;1.760;2000
TFR;Luxembourg;1977;H;1.90;1.660;2001
TFR;Luxembourg;1977;H;1.90;1.630;2002
TFR;Luxembourg;1977;H;1.90;;2003
TFR;Luxembourg;1977;H;1.90;;2004
TFR;Luxembourg;1977;H;1.90;;2005
TFR;Luxembourg;1977;H;1.90;;2006
TFR;Luxembourg;1977;H;1.90;;2007
TFR;Luxembourg;1977;H;1.90;;2008
TFR;Luxembourg;1977;H;1.90;;2009
TFR;Luxembourg;1977;H;1.90;;2010
TFR;Luxembourg;1977;HH;1.58;1.477;1977
TFR;Luxembourg;1977;HH;1.60;1.497;1978
TFR;Luxembourg;1977;HH;1.62;1.509;1979
TFR;Luxembourg;1977;HH;1.64;1.463;1980
TFR;Luxembourg;1977;HH;1.66;1.571;1981
TFR;Luxembourg;1977;HH;1.68;1.482;1982
TFR;Luxembourg;1977;HH;1.71;1.443;1983
TFR;Luxembourg;1977;HH;1.74;1.395;1984
TFR;Luxembourg;1977;HH;1.76;1.392;1985
TFR;Luxembourg;1977;HH;1.79;1.445;1986
TFR;Luxembourg;1977;HH;1.82;1.411;1987
TFR;Luxembourg;1977;HH;1.85;1.521;1988
TFR;Luxembourg;1977;HH;1.88;1.502;1989
TFR;Luxembourg;1977;HH;1.91;1.596;1990
TFR;Luxembourg;1977;HH;1.93;1.568;1991
TFR;Luxembourg;1977;HH;1.96;1.669;1992
TFR;Luxembourg;1977;HH;1.99;1.694;1993
TFR;Luxembourg;1977;HH;2.02;1.715;1994
TFR;Luxembourg;1977;HH;2.05;1.681;1995
TFR;Luxembourg;1977;HH;2.07;1.761;1996
TFR;Luxembourg;1977;HH;2.10;1.709;1997
TFR;Luxembourg;1977;HH;2.10;1.673;1998
TFR;Luxembourg;1977;HH;2.10;1.731;1999
TFR;Luxembourg;1977;HH;2.10;1.760;2000
TFR;Luxembourg;1977;HH;2.10;1.660;2001
TFR;Luxembourg;1977;HH;2.10;1.630;2002
TFR;Luxembourg;1977;HH;2.10;;2003
TFR;Luxembourg;1977;HH;2.10;;2004
TFR;Luxembourg;1977;HH;2.10;;2005
TFR;Luxembourg;1977;HH;2.10;;2006
TFR;Luxembourg;1977;HH;2.10;;2007
TFR;Luxembourg;1977;HH;2.10;;2008
TFR;Luxembourg;1977;HH;2.10;;2009
TFR;Luxembourg;1977;HH;2.10;;2010
TFR;Luxembourg;1980;M;1.50;1.463;1980
TFR;Luxembourg;1980;M;1.53;1.571;1981
TFR;Luxembourg;1980;M;1.57;1.482;1982
TFR;Luxembourg;1980;M;1.60;1.443;1983
TFR;Luxembourg;1980;M;1.63;1.395;1984
TFR;Luxembourg;1980;M;1.67;1.392;1985
TFR;Luxembourg;1980;M;1.70;1.445;1986
TFR;Luxembourg;1980;M;1.73;1.411;1987
TFR;Luxembourg;1980;M;1.73;1.521;1988
TFR;Luxembourg;1980;M;1.73;1.502;1989
TFR;Luxembourg;1980;M;1.73;1.596;1990
TFR;Luxembourg;1980;M;1.73;1.568;1991
TFR;Luxembourg;1980;M;1.74;1.669;1992
TFR;Luxembourg;1980;M;1.74;1.694;1993
TFR;Luxembourg;1980;M;1.74;1.715;1994
TFR;Luxembourg;1980;M;1.74;1.681;1995
TFR;Luxembourg;1980;M;1.74;1.761;1996
TFR;Luxembourg;1980;M;1.74;1.709;1997
TFR;Luxembourg;1980;M;1.74;1.673;1998
TFR;Luxembourg;1980;M;1.74;1.731;1999
TFR;Luxembourg;1980;M;1.74;1.760;2000
TFR;Luxembourg;1987;B;1.45;1.411;1987
TFR;Luxembourg;1987;B;1.44;1.521;1988
TFR;Luxembourg;1987;B;1.43;1.502;1989
TFR;Luxembourg;1987;B;1.42;1.596;1990
TFR;Luxembourg;1987;B;1.40;1.568;1991
TFR;Luxembourg;1987;B;1.39;1.669;1992
TFR;Luxembourg;1987;B;1.38;1.694;1993
TFR;Luxembourg;1987;B;1.37;1.715;1994
TFR;Luxembourg;1987;B;1.36;1.681;1995
TFR;Luxembourg;1987;B;1.35;1.761;1996
TFR;Luxembourg;1987;B;1.33;1.709;1997
TFR;Luxembourg;1987;B;1.32;1.673;1998
TFR;Luxembourg;1987;B;1.31;1.731;1999
TFR;Luxembourg;1987;B;1.30;1.760;2000
TFR;Luxembourg;1987;B;1.30;1.660;2001
TFR;Luxembourg;1987;B;1.30;1.630;2002
TFR;Luxembourg;1987;B;1.30;;2003
TFR;Luxembourg;1987;B;1.30;;2004
TFR;Luxembourg;1987;B;1.30;;2005
TFR;Luxembourg;1987;B;1.30;;2006
TFR;Luxembourg;1987;B;1.30;;2007
TFR;Luxembourg;1987;B;1.30;;2008
TFR;Luxembourg;1987;B;1.30;;2009
TFR;Luxembourg;1987;B;1.30;;2010
TFR;Luxembourg;1987;M;1.45;1.411;1987
TFR;Luxembourg;1987;M;1.45;1.521;1988
TFR;Luxembourg;1987;M;1.45;1.502;1989
TFR;Luxembourg;1987;M;1.45;1.596;1990
TFR;Luxembourg;1987;M;1.45;1.568;1991
TFR;Luxembourg;1987;M;1.45;1.669;1992
TFR;Luxembourg;1987;M;1.45;1.694;1993
TFR;Luxembourg;1987;M;1.45;1.715;1994
TFR;Luxembourg;1987;M;1.45;1.681;1995
TFR;Luxembourg;1987;M;1.45;1.761;1996
TFR;Luxembourg;1987;M;1.45;1.709;1997
TFR;Luxembourg;1987;M;1.45;1.673;1998
TFR;Luxembourg;1987;M;1.45;1.731;1999
TFR;Luxembourg;1987;M;1.45;1.760;2000
TFR;Luxembourg;1987;M;1.45;1.660;2001
TFR;Luxembourg;1987;M;1.45;1.630;2002
TFR;Luxembourg;1987;M;1.45;;2003
TFR;Luxembourg;1987;M;1.45;;2004
TFR;Luxembourg;1987;M;1.45;;2005
TFR;Luxembourg;1987;M;1.45;;2006
TFR;Luxembourg;1987;M;1.45;;2007
TFR;Luxembourg;1987;M;1.45;;2008
TFR;Luxembourg;1987;M;1.45;;2009
TFR;Luxembourg;1987;M;1.45;;2010
TFR;Luxembourg;1987;C;1.45;1.411;1987
TFR;Luxembourg;1987;C;1.47;1.521;1988
TFR;Luxembourg;1987;C;1.49;1.502;1989
TFR;Luxembourg;1987;C;1.51;1.596;1990
TFR;Luxembourg;1987;C;1.53;1.568;1991
TFR;Luxembourg;1987;C;1.54;1.669;1992
TFR;Luxembourg;1987;C;1.56;1.694;1993
TFR;Luxembourg;1987;C;1.58;1.715;1994
TFR;Luxembourg;1987;C;1.60;1.681;1995
TFR;Luxembourg;1987;C;1.61;1.761;1996
TFR;Luxembourg;1987;C;1.63;1.709;1997
TFR;Luxembourg;1987;C;1.64;1.673;1998
TFR;Luxembourg;1987;C;1.65;1.731;1999
TFR;Luxembourg;1987;C;1.67;1.760;2000
TFR;Luxembourg;1987;C;1.68;1.660;2001
TFR;Luxembourg;1987;C;1.69;1.630;2002
TFR;Luxembourg;1987;C;1.71;;2003
TFR;Luxembourg;1987;C;1.72;;2004
TFR;Luxembourg;1987;C;1.73;;2005
TFR;Luxembourg;1987;C;1.75;;2006
TFR;Luxembourg;1987;C;1.76;;2007
TFR;Luxembourg;1987;C;1.77;;2008
TFR;Luxembourg;1987;C;1.79;;2009
TFR;Luxembourg;1987;C;1.80;;2010
TFR;Luxembourg;1987;D;1.45;1.411;1987
TFR;Luxembourg;1987;D;1.49;1.521;1988
TFR;Luxembourg;1987;D;1.54;1.502;1989
TFR;Luxembourg;1987;D;1.58;1.596;1990
TFR;Luxembourg;1987;D;1.63;1.568;1991
TFR;Luxembourg;1987;D;1.67;1.669;1992
TFR;Luxembourg;1987;D;1.71;1.694;1993
TFR;Luxembourg;1987;D;1.76;1.715;1994
TFR;Luxembourg;1987;D;1.80;1.681;1995
TFR;Luxembourg;1987;D;1.82;1.761;1996
TFR;Luxembourg;1987;D;1.84;1.709;1997
TFR;Luxembourg;1987;D;1.86;1.673;1998
TFR;Luxembourg;1987;D;1.88;1.731;1999
TFR;Luxembourg;1987;D;1.90;1.760;2000
TFR;Luxembourg;1987;D;1.92;1.660;2001
TFR;Luxembourg;1987;D;1.94;1.630;2002
TFR;Luxembourg;1987;D;1.96;;2003
TFR;Luxembourg;1987;D;1.98;;2004
TFR;Luxembourg;1987;D;2.00;;2005
TFR;Luxembourg;1987;D;2.02;;2006
TFR;Luxembourg;1987;D;2.04;;2007
TFR;Luxembourg;1987;D;2.06;;2008
TFR;Luxembourg;1987;D;2.08;;2009
TFR;Luxembourg;1987;D;2.10;;2010
TFR;Luxembourg;1990;M;1.45;1.596;1990
TFR;Luxembourg;1990;M;1.45;1.568;1991
TFR;Luxembourg;1990;M;1.45;1.669;1992
TFR;Luxembourg;1990;M;1.45;1.694;1993
TFR;Luxembourg;1990;M;1.45;1.715;1994
TFR;Luxembourg;1990;M;1.45;1.681;1995
TFR;Luxembourg;1990;M;1.45;1.761;1996
TFR;Luxembourg;1990;M;1.45;1.709;1997
TFR;Luxembourg;1990;M;1.45;1.673;1998
TFR;Luxembourg;1990;M;1.45;1.731;1999
TFR;Luxembourg;1990;M;1.45;1.760;2000
TFR;Luxembourg;1990;M;1.45;1.660;2001
TFR;Luxembourg;1990;M;1.45;1.630;2002
TFR;Luxembourg;1990;M;1.45;;2003
TFR;Luxembourg;1990;M;1.45;;2004
TFR;Luxembourg;1990;M;1.45;;2005
TFR;Luxembourg;1990;M;1.45;;2006
TFR;Luxembourg;1990;M;1.45;;2007
TFR;Luxembourg;1990;M;1.45;;2008
TFR;Luxembourg;1990;M;1.45;;2009
TFR;Luxembourg;1990;M;1.45;;2010
TFR;Luxembourg;1995;L;1.70;1.761;1996
TFR;Luxembourg;1995;L;1.70;1.709;1997
TFR;Luxembourg;1995;L;1.70;1.673;1998
TFR;Luxembourg;1995;L;1.70;1.731;1999
TFR;Luxembourg;1995;L;1.70;1.760;2000
TFR;Luxembourg;1995;L;1.70;1.660;2001
TFR;Luxembourg;1995;L;1.70;1.630;2002
TFR;Luxembourg;1995;L;1.70;;2003
TFR;Luxembourg;1995;L;1.70;;2004
TFR;Luxembourg;1995;L;1.70;;2005
TFR;Luxembourg;1995;L;1.70;;2006
TFR;Luxembourg;1995;L;1.70;;2007
TFR;Luxembourg;1995;L;1.70;;2008
TFR;Luxembourg;1995;L;1.70;;2009
TFR;Luxembourg;1995;L;1.70;;2010
TFR;Luxembourg;1995;H;1.75;1.761;1996
TFR;Luxembourg;1995;H;1.77;1.709;1997
TFR;Luxembourg;1995;H;1.78;1.673;1998
TFR;Luxembourg;1995;H;1.79;1.731;1999
TFR;Luxembourg;1995;H;1.81;1.760;2000
TFR;Luxembourg;1995;H;1.82;1.660;2001
TFR;Luxembourg;1995;H;1.83;1.630;2002
TFR;Luxembourg;1995;H;1.84;;2003
TFR;Luxembourg;1995;H;1.86;;2004
TFR;Luxembourg;1995;H;1.87;;2005
TFR;Luxembourg;1995;H;1.88;;2006
TFR;Luxembourg;1995;H;1.90;;2007
TFR;Luxembourg;1995;H;1.91;;2008
TFR;Luxembourg;1995;H;1.92;;2009
TFR;Luxembourg;1995;H;1.94;;2010
TFR;Netherlands;1950;M;3.02;3.10;1950
TFR;Netherlands;1950;M;2.86;3.05;1951
TFR;Netherlands;1950;M;2.71;3.09;1952
TFR;Netherlands;1950;M;2.69;3.03;1953
TFR;Netherlands;1950;M;2.67;3.03;1954
TFR;Netherlands;1950;M;2.65;3.03;1955
TFR;Netherlands;1950;M;2.62;3.05;1956
TFR;Netherlands;1950;M;2.61;3.08;1957
TFR;Netherlands;1950;M;2.59;3.11;1958
TFR;Netherlands;1950;M;2.57;3.17;1959
TFR;Netherlands;1950;M;2.55;3.12;1960
TFR;Netherlands;1950;M;2.54;3.22;1961
TFR;Netherlands;1950;M;2.52;3.18;1962
TFR;Netherlands;1950;M;2.50;3.19;1963
TFR;Netherlands;1950;M;2.49;3.17;1964
TFR;Netherlands;1950;M;2.47;3.04;1965
TFR;Netherlands;1950;M;2.46;2.90;1966
TFR;Netherlands;1950;M;2.44;2.81;1967
TFR;Netherlands;1950;M;2.43;2.72;1968
TFR;Netherlands;1950;M;2.41;2.75;1969
TFR;Netherlands;1950;M;2.40;2.57;1970
TFR;Netherlands;1950;M;2.38;2.36;1971
TFR;Netherlands;1950;M;2.37;2.15;1972
TFR;Netherlands;1950;M;2.36;1.90;1973
TFR;Netherlands;1950;M;2.34;1.77;1974
TFR;Netherlands;1950;M;2.33;1.66;1975
TFR;Netherlands;1950;M;2.31;1.63;1976
TFR;Netherlands;1950;M;2.30;1.58;1977
TFR;Netherlands;1950;M;2.29;1.58;1978
TFR;Netherlands;1950;M;2.28;1.56;1979
TFR;Netherlands;1965;M;3.19;3.04;1965
TFR;Netherlands;1965;M;3.21;2.90;1966
TFR;Netherlands;1965;M;3.20;2.81;1967
TFR;Netherlands;1965;M;3.20;2.72;1968
TFR;Netherlands;1965;M;3.22;2.75;1969
TFR;Netherlands;1965;M;3.24;2.57;1970
TFR;Netherlands;1965;M;3.28;2.36;1971
TFR;Netherlands;1965;M;3.27;2.15;1972
TFR;Netherlands;1965;M;3.27;1.90;1973
TFR;Netherlands;1965;M;3.27;1.77;1974
TFR;Netherlands;1965;M;3.28;1.66;1975
TFR;Netherlands;1965;M;3.29;1.63;1976
TFR;Netherlands;1965;M;3.29;1.58;1977
TFR;Netherlands;1965;M;3.29;1.58;1978
TFR;Netherlands;1965;M;3.29;1.56;1979
TFR;Netherlands;1965;M;3.30;1.60;1980
TFR;Netherlands;1965;M;3.30;1.56;1981
TFR;Netherlands;1965;M;3.30;1.50;1982
TFR;Netherlands;1965;M;3.31;1.47;1983
TFR;Netherlands;1965;M;3.31;1.49;1984
TFR;Netherlands;1965;M;3.31;1.51;1985
TFR;Netherlands;1965;M;3.32;1.55;1986
TFR;Netherlands;1965;M;3.31;1.56;1987
TFR;Netherlands;1965;M;3.31;1.55;1988
TFR;Netherlands;1965;M;3.31;1.55;1989
TFR;Netherlands;1965;M;3.30;1.62;1990
TFR;Netherlands;1965;M;3.30;1.61;1991
TFR;Netherlands;1965;M;3.30;1.59;1992
TFR;Netherlands;1965;M;3.29;1.57;1993
TFR;Netherlands;1965;M;3.29;1.57;1994
TFR;Netherlands;1965;M;3.29;1.53;1995
TFR;Netherlands;1965;M;3.29;1.53;1996
TFR;Netherlands;1965;M;3.28;1.56;1997
TFR;Netherlands;1965;M;3.28;1.63;1998
TFR;Netherlands;1965;M;3.28;1.65;1999
TFR;Netherlands;1965;M;3.27;1.72;2000
TFR;Netherlands;1970;M;2.36;2.57;1970
TFR;Netherlands;1970;M;2.34;2.36;1971
TFR;Netherlands;1970;M;2.34;2.15;1972
TFR;Netherlands;1970;M;2.34;1.90;1973
TFR;Netherlands;1970;M;2.34;1.77;1974
TFR;Netherlands;1970;M;2.35;1.66;1975
TFR;Netherlands;1970;M;2.34;1.63;1976
TFR;Netherlands;1970;M;2.34;1.58;1977
TFR;Netherlands;1970;M;2.34;1.58;1978
TFR;Netherlands;1970;M;2.33;1.56;1979
TFR;Netherlands;1970;M;2.33;1.60;1980
TFR;Netherlands;1970;M;2.31;1.56;1981
TFR;Netherlands;1970;M;2.31;1.50;1982
TFR;Netherlands;1970;M;2.30;1.47;1983
TFR;Netherlands;1970;M;2.30;1.49;1984
TFR;Netherlands;1970;M;2.28;1.51;1985
TFR;Netherlands;1970;M;2.28;1.55;1986
TFR;Netherlands;1975;M;1.69;1.66;1975
TFR;Netherlands;1975;M;1.64;1.63;1976
TFR;Netherlands;1975;M;1.61;1.58;1977
TFR;Netherlands;1975;M;1.58;1.58;1978
TFR;Netherlands;1975;M;1.57;1.56;1979
TFR;Netherlands;1975;M;1.57;1.60;1980
TFR;Netherlands;1975;M;1.58;1.56;1981
TFR;Netherlands;1975;M;1.61;1.50;1982
TFR;Netherlands;1975;M;1.64;1.47;1983
TFR;Netherlands;1975;M;1.66;1.49;1984
TFR;Netherlands;1975;M;1.67;1.51;1985
TFR;Netherlands;1975;M;1.67;1.55;1986
TFR;Netherlands;1975;M;1.67;1.56;1987
TFR;Netherlands;1975;M;1.67;1.55;1988
TFR;Netherlands;1975;M;1.66;1.55;1989
TFR;Netherlands;1975;M;1.66;1.62;1990
TFR;Netherlands;1975;M;1.66;1.61;1991
TFR;Netherlands;1975;M;1.66;1.59;1992
TFR;Netherlands;1975;M;1.66;1.57;1993
TFR;Netherlands;1975;M;1.66;1.57;1994
TFR;Netherlands;1975;M;1.66;1.53;1995
TFR;Netherlands;1975;M;1.67;1.53;1996
TFR;Netherlands;1975;M;1.67;1.56;1997
TFR;Netherlands;1975;M;1.67;1.63;1998
TFR;Netherlands;1975;M;1.66;1.65;1999
TFR;Netherlands;1975;M;1.66;1.72;2000
TFR;Netherlands;1975;M;1.66;1.7;2001
TFR;Netherlands;1975;M;1.66;1.7;2002
TFR;Netherlands;1975;M;1.66;;2003
TFR;Netherlands;1975;M;1.66;;2004
TFR;Netherlands;1975;M;1.66;;2005
TFR;Netherlands;1975;M;1.67;;2006
TFR;Netherlands;1975;M;1.67;;2007
TFR;Netherlands;1975;M;1.68;;2008
TFR;Netherlands;1975;M;1.68;;2009
TFR;Netherlands;1975;M;1.69;;2010
TFR;Netherlands;1980;M;1.60;1.60;1980
TFR;Netherlands;1980;M;1.58;1.56;1981
TFR;Netherlands;1980;M;1.62;1.50;1982
TFR;Netherlands;1980;M;1.63;1.47;1983
TFR;Netherlands;1980;M;1.63;1.49;1984
TFR;Netherlands;1980;M;1.64;1.51;1985
TFR;Netherlands;1980;M;1.64;1.55;1986
TFR;Netherlands;1980;M;1.65;1.56;1987
TFR;Netherlands;1980;M;1.65;1.55;1988
TFR;Netherlands;1980;M;1.66;1.55;1989
TFR;Netherlands;1980;M;1.67;1.62;1990
TFR;Netherlands;1980;M;1.67;1.61;1991
TFR;Netherlands;1980;M;1.68;1.59;1992
TFR;Netherlands;1980;M;1.69;1.57;1993
TFR;Netherlands;1980;M;1.70;1.57;1994
TFR;Netherlands;1980;M;1.71;1.53;1995
TFR;Netherlands;1980;M;1.72;1.53;1996
TFR;Netherlands;1980;M;1.73;1.56;1997
TFR;Netherlands;1980;M;1.74;1.63;1998
TFR;Netherlands;1980;M;1.74;1.65;1999
TFR;Netherlands;1980;M;1.75;1.72;2000
TFR;Netherlands;1980;M;1.75;1.7;2001
TFR;Netherlands;1980;M;1.75;1.7;2002
TFR;Netherlands;1980;M;1.75;;2003
TFR;Netherlands;1980;M;1.75;;2004
TFR;Netherlands;1980;M;1.75;;2005
TFR;Netherlands;1980;M;1.74;;2006
TFR;Netherlands;1980;M;1.74;;2007
TFR;Netherlands;1980;M;1.74;;2008
TFR;Netherlands;1980;M;1.73;;2009
TFR;Netherlands;1980;M;1.73;;2010
TFR;Netherlands;1984;M;1.49;1.49;1984
TFR;Netherlands;1984;M;1.47;1.51;1985
TFR;Netherlands;1984;M;1.45;1.55;1986
TFR;Netherlands;1984;M;1.44;1.56;1987
TFR;Netherlands;1984;M;1.43;1.55;1988
TFR;Netherlands;1984;M;1.43;1.55;1989
TFR;Netherlands;1984;M;1.43;1.62;1990
TFR;Netherlands;1984;M;1.43;1.61;1991
TFR;Netherlands;1984;M;1.44;1.59;1992
TFR;Netherlands;1984;M;1.45;1.57;1993
TFR;Netherlands;1984;M;1.46;1.57;1994
TFR;Netherlands;1984;M;1.47;1.53;1995
TFR;Netherlands;1984;M;1.48;1.53;1996
TFR;Netherlands;1984;M;1.49;1.56;1997
TFR;Netherlands;1984;M;1.49;1.63;1998
TFR;Netherlands;1984;M;1.50;1.65;1999
TFR;Netherlands;1984;M;1.50;1.72;2000
TFR;Netherlands;1985;M;1.50;1.51;1985
TFR;Netherlands;1985;M;1.49;1.55;1986
TFR;Netherlands;1985;M;1.48;1.56;1987
TFR;Netherlands;1985;M;1.47;1.55;1988
TFR;Netherlands;1985;M;1.47;1.55;1989
TFR;Netherlands;1985;M;1.46;1.62;1990
TFR;Netherlands;1985;M;1.47;1.61;1991
TFR;Netherlands;1985;M;1.47;1.59;1992
TFR;Netherlands;1985;M;1.47;1.57;1993
TFR;Netherlands;1985;M;1.48;1.57;1994
TFR;Netherlands;1985;M;1.48;1.53;1995
TFR;Netherlands;1985;M;1.49;1.53;1996
TFR;Netherlands;1985;M;1.49;1.56;1997
TFR;Netherlands;1985;M;1.50;1.63;1998
TFR;Netherlands;1985;M;1.50;1.65;1999
TFR;Netherlands;1985;M;1.50;1.72;2000
TFR;Netherlands;1986;M;1.56;1.55;1986
TFR;Netherlands;1986;M;1.59;1.56;1987
TFR;Netherlands;1986;M;1.60;1.55;1988
TFR;Netherlands;1986;M;1.61;1.55;1989
TFR;Netherlands;1986;M;1.62;1.62;1990
TFR;Netherlands;1986;M;1.63;1.61;1991
TFR;Netherlands;1986;M;1.63;1.59;1992
TFR;Netherlands;1986;M;1.63;1.57;1993
TFR;Netherlands;1986;M;1.64;1.57;1994
TFR;Netherlands;1986;M;1.64;1.53;1995
TFR;Netherlands;1986;M;1.64;1.53;1996
TFR;Netherlands;1986;M;1.64;1.56;1997
TFR;Netherlands;1986;M;1.65;1.63;1998
TFR;Netherlands;1986;M;1.65;1.65;1999
TFR;Netherlands;1986;M;1.65;1.72;2000
TFR;Netherlands;1987;M;1.57;1.56;1987
TFR;Netherlands;1987;M;1.58;1.55;1988
TFR;Netherlands;1987;M;1.59;1.55;1989
TFR;Netherlands;1987;M;1.60;1.62;1990
TFR;Netherlands;1987;M;1.61;1.61;1991
TFR;Netherlands;1987;M;1.62;1.59;1992
TFR;Netherlands;1987;M;1.62;1.57;1993
TFR;Netherlands;1987;M;1.63;1.57;1994
TFR;Netherlands;1987;M;1.63;1.53;1995
TFR;Netherlands;1987;M;1.64;1.53;1996
TFR;Netherlands;1987;M;1.64;1.56;1997
TFR;Netherlands;1987;M;1.65;1.63;1998
TFR;Netherlands;1987;M;1.65;1.65;1999
TFR;Netherlands;1987;M;1.65;1.72;2000
TFR;Netherlands;1988;M;1.54;1.55;1988
TFR;Netherlands;1988;M;1.55;1.55;1989
TFR;Netherlands;1988;M;1.55;1.62;1990
TFR;Netherlands;1988;M;1.56;1.61;1991
TFR;Netherlands;1988;M;1.57;1.59;1992
TFR;Netherlands;1988;M;1.58;1.57;1993
TFR;Netherlands;1988;M;1.59;1.57;1994
TFR;Netherlands;1988;M;1.60;1.53;1995
TFR;Netherlands;1988;M;1.62;1.53;1996
TFR;Netherlands;1988;M;1.63;1.56;1997
TFR;Netherlands;1988;M;1.64;1.63;1998
TFR;Netherlands;1988;M;1.65;1.65;1999
TFR;Netherlands;1988;M;1.65;1.72;2000
TFR;Netherlands;1989;M;1.54;1.55;1989
TFR;Netherlands;1989;M;1.53;1.62;1990
TFR;Netherlands;1989;M;1.53;1.61;1991
TFR;Netherlands;1989;M;1.53;1.59;1992
TFR;Netherlands;1989;M;1.54;1.57;1993
TFR;Netherlands;1989;M;1.56;1.57;1994
TFR;Netherlands;1989;M;1.58;1.53;1995
TFR;Netherlands;1989;M;1.60;1.53;1996
TFR;Netherlands;1989;M;1.62;1.56;1997
TFR;Netherlands;1989;M;1.64;1.63;1998
TFR;Netherlands;1989;M;1.65;1.65;1999
TFR;Netherlands;1989;M;1.65;1.72;2000
TFR;Netherlands;1990;M;1.59;1.62;1990
TFR;Netherlands;1990;M;1.60;1.61;1991
TFR;Netherlands;1990;M;1.61;1.59;1992
TFR;Netherlands;1990;M;1.62;1.57;1993
TFR;Netherlands;1990;M;1.62;1.57;1994
TFR;Netherlands;1990;M;1.63;1.53;1995
TFR;Netherlands;1990;M;1.64;1.53;1996
TFR;Netherlands;1990;M;1.64;1.56;1997
TFR;Netherlands;1990;M;1.65;1.63;1998
TFR;Netherlands;1990;M;1.65;1.65;1999
TFR;Netherlands;1990;M;1.65;1.72;2000
TFR;Netherlands;1990;M;1.65;1.7;2001
TFR;Netherlands;1990;M;1.65;1.7;2002
TFR;Netherlands;1990;M;1.65;;2003
TFR;Netherlands;1990;M;1.65;;2004
