Finland, Live births by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 06/09/2023
Year    Age        Total
2008     23      2229.49
2008     24      2664.96
2008     25      3092.00
2008     26      3477.00
2008     27      3776.99
2008     28      4161.53
2008     29      4323.52
2008     30      4392.48
2008     31      4286.48
2008     32      4002.04
2008     33      3466.93
2008     34      2901.98
2008     35      2371.50
2008     36      2051.48
2008     37      1713.45
2008     38      1398.00
2008     39      1116.05
2008     40       856.57
2008     41       542.00
2008     42       332.00
2008     43       237.00
2008     44       116.43
2008     45        53.00
2008     46        32.00
2008     47        12.00
2008     48         2.00
2008     49         4.00
2008     50         1.00
2008     51         2.00
2008     52         0.00
2008     53         0.00
2008     54         0.00
2008     55+        0.00
2009     12-        0.00
2009     13         0.00
2009     14         4.00
2009     15        18.00
2009     16        51.00
2009     17       136.00
2009     18       369.00
2009     19       813.55
2009     20      1207.00
2009     21      1532.00
2009     22      1848.00
2009     23      2210.51
2009     24      2627.04
2009     25      3166.48
2009     26      3673.02
2009     27      4008.51
2009     28      4141.00
2009     29      4291.00
2009     30      4304.01
2009     31      4301.50
2009     32      4032.50
2009     33      3729.16
2009     34      3165.55
2009     35      2525.50
2009     36      2060.57
2009     37      1647.00
2009     38      1292.57
2009     39      1066.00
2009     40       838.43
2009     41       599.00
2009     42       344.00
2009     43       242.00
2009     44       113.00
2009     45        45.00
2009     46        18.00
2009     47        11.00
2009     48         3.00
2009     49         2.00
2009     50         1.00
2009     51         0.00
2009     52         0.00
2009     53         2.00
2009     54         0.00
2009     55+        0.00
2010     12-        0.00
2010     13         1.00
2010     14         2.00
2010     15        10.00
2010     16        53.00
2010     17       159.00
2010     18       333.44
2010     19       821.86
2010     20      1209.00
2010     21      1499.00
2010     22      1884.00
2010     23      2019.00
2010     24      2481.00
2010     25      3123.52
2010     26      3660.98
2010     27      4080.02
2010     28      4377.00
2010     29      4383.00
2010     30      4441.52
2010     31      4398.04
2010     32      4071.48
2010     33      3718.92
2010     34      3184.97
2010     35      2670.00
2010     36      2220.43
2010     37      1576.54
2010     38      1383.98
2010     39      1080.42
2010     40       792.52
2010     41       544.00
2010     42       376.00
2010     43       189.00
2010     44       114.00
2010     45        52.00
2010     46        40.00
2010     47        16.00
2010     48        10.00
2010     49         1.00
2010     50         3.00
2010     51         0.00
2010     52         2.00
2010     53         0.00
2010     54         0.00
2010     55+        0.00
2011     12-        0.00
2011     13         1.00
2011     14         1.00
2011     15        11.00
2011     16        54.00
2011     17       106.00
2011     18       321.56
2011     19       754.14
2011     20      1181.00
2011     21      1468.00
2011     22      1744.00
2011     23      1983.00
2011     24      2463.00
2011     25      2907.00
2011     26      3458.99
2011     27      3869.40
2011     28      4361.00
2011     29      4419.00
2011     30      4292.47
2011     31      4281.96
2011     32      4054.03
2011     33      3590.44
2011     34      3338.95
2011     35      2891.55
2011     36      2183.00
2011     37      1704.46
2011     38      1320.45
2011     39      1011.00
2011     40       812.48
2011     41       534.00
2011     42       343.00
2011     43       241.00
2011     44       120.00
2011     45        68.00
2011     46        36.00
2011     47        12.00
2011     48         8.00
2011     49         1.00
2011     50         1.00
2011     51         0.00
2011     52         2.00
2011     53         0.00
2011     54         0.00
2011     55+        0.00
2012     12-        0.00
2012     13         0.00
2012     14         4.00
2012     15         9.00
2012     16        36.00
2012     17       150.00
2012     18       289.00
2012     19       707.00
2012     20      1103.00
2012     21      1470.00
2012     22      1811.00
2012     23      2004.47
2012     24      2428.00
2012     25      2786.00
2012     26      3289.01
2012     27      3884.58
2012     28      4223.00
2012     29      4342.00
2012     30      4196.50
2012     31      4193.48
2012     32      3932.95
2012     33      3682.00
2012     34      3295.00
2012     35      2824.99
2012     36      2412.00
2012     37      1884.00
2012     38      1378.00
2012     39       964.00
2012     40       806.00
2012     41       533.00
2012     42       380.00
2012     43       220.00
2012     44       110.00
2012     45        68.00
2012     46        27.00
2012     47        13.00
2012     48        16.00
2012     49         4.00
2012     50         3.00
2012     51         1.00
2012     52         1.00
2012     53         0.00
2012     54         0.00
2012     55+        0.00
2013     12-        0.00
2013     13         0.00
2013     14         3.00
2013     15         6.00
2013     16        42.00
2013     17       127.00
2013     18       289.00
2013     19       673.00
2013     20      1020.00
2013     21      1366.00
2013     22      1682.51
2013     23      2048.03
2013     24      2326.45
2013     25      2730.00
2013     26      2952.49
2013     27      3495.00
2013     28      3984.00
2013     29      4377.04
2013     30      4484.55
2013     31      4245.00
2013     32      3816.00
2013     33      3591.00
2013     34      3180.00
2013     35      2791.98
2013     36      2398.55
2013     37      1972.58
2013     38      1444.00
2013     39      1016.56
2013     40       774.06
2013     41       509.00
2013     42       329.00
2013     43       228.00
2013     44       125.00
2013     45        48.00
2013     46        35.00
2013     47        19.00
2013     48         5.00
2013     49         1.00
2013     50         3.00
2013     51         1.00
2013     52         0.00
2013     53         0.00
2013     54         0.00
2013     55+        0.00
2014     12-        0.00
2014     13         0.00
2014     14         1.00
2014     15        14.00
2014     16        36.39
2014     17       113.00
2014     18       248.00
2014     19       689.00
2014     20      1006.00
2014     21      1362.00
2014     22      1615.49
2014     23      1938.50
2014     24      2339.55
2014     25      2696.00
2014     26      3105.02
2014     27      3403.00
2014     28      3820.00
2014     29      4136.96
2014     30      4232.45
2014     31      4212.02
2014     32      3935.00
2014     33      3493.51
2014     34      3143.00
2014     35      2837.59
2014     36      2388.45
2014     37      1873.42
2014     38      1449.59
2014     39      1112.95
2014     40       775.94
2014     41       479.00
2014     42       346.00
2014     43       182.00
2014     44       115.00
2014     45        90.00
2014     46        26.00
2014     47        14.00
2014     48         3.00
2014     49         6.00
2014     50         1.00
2014     51         2.00
2014     52         2.00
2014     53         0.00
2014     54         0.00
2014     55+        1.00
2015     12-        0.00
2015     13         0.00
2015     14         6.00
2015     15         6.00
2015     16        34.61
2015     17       120.00
2015     18       209.00
2015     19       545.47
2015     20       902.00
2015     21      1183.00
2015     22      1571.09
2015     23      1831.00
2015     24      2234.00
2015     25      2669.00
2015     26      3009.49
2015     27      3365.48
2015     28      3537.00
2015     29      3709.00
2015     30      4148.50
2015     31      4231.98
2015     32      3912.06
2015     33      3568.00
2015     34      3103.54
2015     35      2744.44
2015     36      2280.54
2015     37      1911.00
2015     38      1454.41
2015     39      1179.49
2015     40       790.00
2015     41       468.00
2015     42       315.00
2015     43       199.00
2015     44       107.00
2015     45        56.00
2015     46        34.00
2015     47        14.00
2015     48         9.00
2015     49         1.00
2015     50         3.00
2015     51         0.00
2015     52         0.00
2015     53         0.00
2015     54         0.00
2015     55+        0.00
2016     12-        0.00
2016     13         0.00
2016     14         1.00
2016     15        16.00
2016     16        30.00
2016     17        95.00
2016     18       188.00
2016     19       475.53
2016     20       779.00
2016     21      1123.00
2016     22      1296.91
2016     23      1756.00
2016     24      2164.00
2016     25      2429.47
2016     26      2857.52
2016     27      3187.54
2016     28      3423.51
2016     29      3618.05
2016     30      3672.52
2016     31      3915.51
2016     32      3633.03
2016     33      3422.49
2016     34      3005.54
2016     35      2607.98
2016     36      2291.46
2016     37      1776.53
2016     38      1540.00
2016     39      1169.54
2016     40       849.52
2016     41       643.00
2016     42       378.00
2016     43       229.00
2016     44       103.00
2016     45        71.00
2016     46        29.00
2016     47        17.00
2016     48         8.00
2016     49         6.00
2016     50         6.00
2016     51         2.00
2016     52         1.00
2016     53         0.00
2016     54         2.00
2016     55+        0.00
2017     12-        0.00
2017     13         0.00
2017     14         0.00
2017     15         5.00
2017     16        29.00
2017     17        66.00
2017     18       185.00
2017     19       417.00
2017     20       695.00
2017     21       947.00
2017     22      1275.00
2017     23      1583.00
2017     24      1862.06
2017     25      2346.53
2017     26      2648.48
2017     27      2973.48
2017     28      3312.48
2017     29      3454.95
2017     30      3441.48
2017     31      3711.70
2017     32      3501.89
2017     33      3455.00
2017     34      3011.92
2017     35      2540.99
2017     36      2219.07
2017     37      1783.47
2017     38      1479.00
2017     39      1103.05
2017     40       819.48
2017     41       592.62
2017     42       385.00
2017     43       221.00
2017     44       115.00
2017     45        65.00
2017     46        36.00
2017     47        23.00
2017     48         3.00
2017     49         4.00
2017     50         7.00
2017     51         3.00
2017     52         1.00
2017     53         1.00
2017     54         1.00
2017     55+        1.00
2018     12-        0.00
2018     13         0.00
2018     14         0.00
2018     15         9.00
2018     16        23.00
2018     17        76.00
2018     18       164.00
2018     19       350.00
2018     20       607.00
2018     21       871.50
2018     22      1071.52
2018     23      1402.44
2018     24      1741.46
2018     25      2155.00
2018     26      2512.00
2018     27      2765.03
2018     28      3167.01
2018     29      3294.00
2018     30      3468.00
2018     31      3397.86
2018     32      3253.06
2018     33      3039.08
2018     34      2915.55
2018     35      2615.48
2018     36      2174.46
2018     37      1758.00
2018     38      1418.00
2018     39      1131.41
2018     40       809.56
2018     41       555.38
2018     42       390.00
2018     43       214.00
2018     44       115.00
2018     45        52.00
2018     46        29.00
2018     47        16.00
2018     48         7.00
2018     49         4.00
2018     50         3.00
2018     51         2.00
2018     52         2.00
2018     53         1.00
2018     54         0.00
2018     55+        0.00
2019     12-        0.00
2019     13         1.00
2019     14         0.00
2019     15        10.00
2019     16        17.00
2019     17        58.00
2019     18       147.39
2019     19       360.00
2019     20       522.00
2019     21       783.50
2019     22       977.48
2019     23      1341.56
2019     24      1588.48
2019     25      1944.00
2019     26      2338.00
2019     27      2621.99
2019     28      2934.00
2019     29      3209.00
2019     30      3323.00
2019     31      3370.93
2019     32      3106.96
2019     33      2912.92
2019     34      2842.99
2019     35      2605.52
2019     36      2298.02
2019     37      1702.00
2019     38      1317.00
2019     39      1062.00
2019     40       798.44
2019     41       554.00
2019     42       343.00
2019     43       211.00
2019     44       146.00
2019     45        89.00
2019     46        38.00
2019     47        18.50
2019     48        10.00
2019     49         2.00
2019     50         3.00
2019     51         0.00
2019     52         0.00
2019     53         0.00
2019     54         0.00
2019     55+        0.00
2020     12-        1.00
2020     13         0.00
2020     14         2.00
2020     15         9.00
2020     16        28.00
2020     17        59.00
2020     18       162.61
2020     19       302.49
2020     20       537.49
2020     21       699.00
2020     22       980.51
2020     23      1201.50
2020     24      1480.00
2020     25      1971.98
2020     26      2271.49
2020     27      2705.46
2020     28      2987.46
2020     29      3291.47
2020     30      3521.98
2020     31      3565.48
2020     32      3347.00
2020     33      2981.99
2020     34      2786.95
2020     35      2590.00
2020     36      2259.47
2020     37      1880.55
2020     38      1422.51
2020     39      1151.47
2020     40       843.54
2020     41       561.01
2020     42       344.55
2020     43       232.00
2020     44       135.00
2020     45        78.00
2020     46        34.00
2020     47        14.50
2020     48         7.00
2020     49         5.00
2020     50         4.00
2020     51         1.00
2020     52         0.00
2020     53         1.00
2020     54         2.00
2020     55+        1.00
2021     12-        0.00
2021     13         0.00
2021     14         1.00
2021     15         4.00
2021     16        27.00
2021     17        78.00
2021     18       151.00
2021     19       281.51
2021     20       485.51
2021     21       664.52
2021     22       878.49
2021     23      1107.50
2021     24      1435.00
2021     25      1887.02
2021     26      2278.51
2021     27      2709.02
2021     28      3241.07
2021     29      3564.53
2021     30      3790.55
2021     31      3967.20
2021     32      3736.08
2021     33      3389.54
2021     34      3077.18
2021     35      2781.18
2021     36      2429.98
2021     37      1998.98
2021     38      1723.57
2021     39      1239.53
2021     40      1006.46
2021     41       676.99
2021     42       400.45
2021     43       267.00
2021     44       147.00
2021     45        77.00
2021     46        45.00
2021     47        25.00
2021     48         7.00
2021     49         7.00
2021     50         2.00
2021     51         1.00
2021     52         0.00
2021     53         0.00
2021     54         2.00
2021     55+        0.00
2022     12-        0.00
2022     13         0.00
2022     14         0.00
2022     15         5.00
2022     16        15.00
2022     17        68.00
2022     18       134.00
2022     19       265.00
2022     20       468.00
2022     21       639.48
2022     22       810.00
2022     23      1000.00
2022     24      1256.00
2022     25      1592.00
2022     26      1997.00
2022     27      2462.00
2022     28      2764.47
2022     29      3294.00
2022     30      3365.47
2022     31      3568.32
2022     32      3346.92
2022     33      3148.47
2022     34      2818.33
2022     35      2539.30
2022     36      2179.00
2022     37      1862.47
2022     38      1544.92
2022     39      1206.00
2022     40       948.00
2022     41       649.00
2022     42       391.00
2022     43       233.00
2022     44       170.00
2022     45        88.00
2022     46        45.00
2022     47        31.00
2022     48        12.00
2022     49         8.00
2022     50         0.00
2022     51         2.00
2022     52         0.00
2022     53         0.00
2022     54         0.00
2022     55+        0.00
