"Country","Year","Age","ASFR","ASFR1","ASFR2","ASFR3","ASFR4","ASFR5p"
"SWE",1976,27,0.12149,0.04212,0.06025,0.01599,0.00261,0.00053
"SWE",1976,28,0.11028,0.0351,0.05363,0.01782,0.00296,0.00078
"SWE",1976,29,0.09763,0.02699,0.04689,0.01894,0.00377,0.00105
"SWE",1976,30,0.08273,0.02039,0.03885,0.01815,0.00405,0.00128
"SWE",1976,31,0.0721,0.01622,0.03226,0.01748,0.00453,0.00161
"SWE",1976,32,0.05945,0.01198,0.02437,0.01631,0.00509,0.00169
"SWE",1976,33,0.04858,0.00916,0.01886,0.01419,0.00457,0.0018
"SWE",1976,34,0.04269,0.00835,0.01498,0.01307,0.00428,0.00202
"SWE",1976,35,0.0312,0.00499,0.0106,0.00922,0.00384,0.00256
"SWE",1976,36,0.02593,0.00486,0.00777,0.00732,0.00361,0.00237
"SWE",1976,37,0.01953,0.00322,0.00551,0.00593,0.00277,0.00211
"SWE",1976,38,0.01432,0.00226,0.00414,0.00334,0.00283,0.00175
"SWE",1976,39,0.01113,0.00156,0.00289,0.00291,0.00184,0.00193
"SWE",1976,40,0.00712,0.00162,0.0013,0.00168,0.00123,0.0013
"SWE",1976,41,0.00464,0.00075,0.001,0.00114,0.00068,0.00107
"SWE",1976,42,0.00344,0.00059,0.00047,0.00083,0.00066,9e-04
"SWE",1976,43,0.00186,0.00023,0.00042,0.00037,0.00023,6e-04
"SWE",1976,44,0.00104,0.00014,0.00016,0.00023,0.00018,0.00034
"SWE",1976,45,0.00054,2e-05,0.00017,7e-05,4e-05,0.00024
"SWE",1976,46,0.00031,2e-05,4e-05,7e-05,0.00011,7e-05
"SWE",1976,47,0.00015,0,0,0,2e-05,0.00013
"SWE",1976,48,0,0,0,0,0,0
"SWE",1976,49,4e-05,2e-05,0,0,0,2e-05
"SWE",1976,50,0,0,0,0,0,0
"SWE",1976,51,0,0,0,0,0,0
"SWE",1976,52,0,0,0,0,0,0
"SWE",1976,53,0,0,0,0,0,0
"SWE",1976,54,0,0,0,0,0,0
"SWE",1976,55,0,0,0,0,0,0
"SWE",1977,12,0,0,0,0,0,0
"SWE",1977,13,3e-05,3e-05,0,0,0,0
"SWE",1977,14,0.00015,0.00015,0,0,0,0
"SWE",1977,15,0.0017,0.00168,2e-05,0,0,0
"SWE",1977,16,0.00565,0.00548,0.00016,2e-05,0,0
"SWE",1977,17,0.01548,0.01499,0.00049,0,0,0
"SWE",1977,18,0.03135,0.02884,0.00246,6e-05,0,0
"SWE",1977,19,0.05511,0.04723,0.0076,0.00026,2e-05,0
"SWE",1977,20,0.07505,0.0593,0.01473,0.001,2e-05,0
"SWE",1977,21,0.09283,0.06314,0.02773,0.00184,0.00011,0
"SWE",1977,22,0.10591,0.06428,0.03731,0.00395,0.00035,2e-05
"SWE",1977,23,0.11506,0.06358,0.04545,0.00557,0.00036,9e-05
"SWE",1977,24,0.12769,0.06369,0.05495,0.00811,0.00086,7e-05
"SWE",1977,25,0.13188,0.06212,0.05724,0.01094,0.00131,0.00027
"SWE",1977,26,0.12916,0.05326,0.06015,0.01369,0.00169,0.00038
"SWE",1977,27,0.12156,0.04347,0.05918,0.01599,0.00245,0.00046
"SWE",1977,28,0.11238,0.03396,0.05632,0.01774,0.00353,0.00082
"SWE",1977,29,0.09968,0.02743,0.04824,0.01924,0.00377,0.00099
"SWE",1977,30,0.08596,0.02208,0.04051,0.01869,0.0036,0.00109
"SWE",1977,31,0.07041,0.01573,0.03238,0.01686,0.00402,0.00141
"SWE",1977,32,0.05794,0.01111,0.02495,0.01546,0.00481,0.00161
"SWE",1977,33,0.04865,0.00894,0.01929,0.01425,0.00457,0.00161
"SWE",1977,34,0.04077,0.00786,0.01466,0.01172,0.00437,0.00215
"SWE",1977,35,0.032,0.00573,0.01069,0.0099,0.00368,0.002
"SWE",1977,36,0.02562,0.0043,0.00787,0.00797,0.0034,0.00208
"SWE",1977,37,0.01922,0.00302,0.00557,0.00526,0.00312,0.00226
"SWE",1977,38,0.01433,0.00258,0.00357,0.00423,0.00227,0.00167
"SWE",1977,39,0.01122,0.00205,0.00313,0.00287,0.00155,0.00162
"SWE",1977,40,0.00711,0.00116,0.0014,0.00196,0.00144,0.00116
"SWE",1977,41,0.00455,0.00057,0.00096,0.00105,0.00096,0.00102
"SWE",1977,42,0.00327,0.00044,0.00065,0.00063,0.00056,0.00098
"SWE",1977,43,0.00198,0.00035,0.00026,0.00047,0.00033,0.00057
"SWE",1977,44,0.00077,9e-05,0.00014,0.00014,0.00019,0.00021
"SWE",1977,45,0.00072,0.00018,9e-05,7e-05,0.00014,0.00025
"SWE",1977,46,0.00015,2e-05,2e-05,2e-05,0,9e-05
"SWE",1977,47,9e-05,0,0,2e-05,2e-05,4e-05
"SWE",1977,48,4e-05,2e-05,0,0,0,2e-05
"SWE",1977,49,0,0,0,0,0,0
"SWE",1977,50,0,0,0,0,0,0
"SWE",1977,51,2e-05,0,0,2e-05,0,0
"SWE",1977,52,0,0,0,0,0,0
"SWE",1977,53,0,0,0,0,0,0
"SWE",1977,54,0,0,0,0,0,0
"SWE",1977,55,0,0,0,0,0,0
"SWE",1978,12,0,0,0,0,0,0
"SWE",1978,13,7e-05,7e-05,0,0,0,0
"SWE",1978,14,0.00021,0.00021,0,0,0,0
"SWE",1978,15,0.00111,0.00111,0,0,0,0
"SWE",1978,16,0.0046,0.00452,8e-05,0,0,0
"SWE",1978,17,0.01301,0.0124,0.00058,2e-05,0,0
"SWE",1978,18,0.02853,0.0263,0.00216,8e-05,0,0
"SWE",1978,19,0.04916,0.04262,0.0062,0.00032,2e-05,0
"SWE",1978,20,0.06647,0.05225,0.01337,8e-04,6e-05,0
"SWE",1978,21,0.08696,0.05927,0.02564,0.00197,7e-05,0
"SWE",1978,22,0.10021,0.05985,0.03654,0.00355,0.00027,0
"SWE",1978,23,0.11003,0.06042,0.04355,0.00551,0.00044,0.00011
"SWE",1978,24,0.12156,0.06115,0.05105,0.00834,9e-04,0.00011
"SWE",1978,25,0.12753,0.05762,0.05678,0.01172,0.00119,0.00023
"SWE",1978,26,0.12538,0.05186,0.05745,0.01349,0.00227,0.00032
"SWE",1978,27,0.11768,0.0415,0.05653,0.01618,0.00301,0.00045
"SWE",1978,28,0.11165,0.03375,0.0555,0.0182,0.00352,0.00068
"SWE",1978,29,0.10121,0.02815,0.04922,0.0195,0.00335,0.00099
"SWE",1978,30,0.08569,0.02162,0.03981,0.01903,0.00401,0.00122
"SWE",1978,31,0.0742,0.01633,0.03282,0.01888,0.00464,0.00154
"SWE",1978,32,0.06158,0.01213,0.02627,0.01693,0.0044,0.00186
"SWE",1978,33,0.04853,0.00903,0.01945,0.01395,0.00424,0.00186
"SWE",1978,34,0.04112,0.00787,0.01505,0.01252,0.00397,0.00171
"SWE",1978,35,0.0326,0.00569,0.01158,0.00952,0.00393,0.00188
"SWE",1978,36,0.02717,0.00451,0.00867,0.00812,0.00364,0.00222
"SWE",1978,37,0.02005,0.00303,0.00581,0.0056,0.00309,0.00251
"SWE",1978,38,0.0142,0.00236,0.00391,0.00389,0.00271,0.00132
"SWE",1978,39,0.01073,0.0019,0.00262,0.00279,0.00196,0.00147
"SWE",1978,40,0.00768,0.00114,0.00194,0.00198,0.00145,0.00116
"SWE",1978,41,0.00487,0.00069,0.00107,0.00142,0.00071,0.00098
"SWE",1978,42,0.00298,0.00055,0.00057,0.00064,0.00059,0.00064
"SWE",1978,43,0.00156,0.00026,0.00019,0.00026,0.00033,0.00054
"SWE",1978,44,0.00094,0.00026,0.00014,0.00024,9e-05,0.00021
"SWE",1978,45,0.00039,5e-05,5e-05,9e-05,9e-05,0.00012
"SWE",1978,46,0.00016,5e-05,0,2e-05,5e-05,5e-05
"SWE",1978,47,0.00017,2e-05,2e-05,7e-05,4e-05,2e-05
"SWE",1978,48,4e-05,0,0,0,4e-05,0
"SWE",1978,49,0,0,0,0,0,0
"SWE",1978,50,0,0,0,0,0,0
"SWE",1978,51,0,0,0,0,0,0
"SWE",1978,52,0,0,0,0,0,0
"SWE",1978,53,0,0,0,0,0,0
"SWE",1978,54,0,0,0,0,0,0
"SWE",1978,55,0,0,0,0,0,0
"SWE",1979,12,0,0,0,0,0,0
"SWE",1979,13,5e-05,5e-05,0,0,0,0
"SWE",1979,14,0.00013,0.00013,0,0,0,0
"SWE",1979,15,0.00118,0.00114,3e-05,0,0,0
"SWE",1979,16,0.00364,0.00357,7e-05,0,0,0
"SWE",1979,17,0.01295,0.01242,0.00051,2e-05,0,0
"SWE",1979,18,0.02571,0.02376,0.0019,6e-05,0,0
"SWE",1979,19,0.04558,0.04013,0.00523,0.00021,0,0
"SWE",1979,20,0.06346,0.0507,0.01205,0.00068,2e-05,2e-05
"SWE",1979,21,0.08211,0.05798,0.02233,0.00168,0.00011,2e-05
"SWE",1979,22,0.09521,0.05881,0.03259,0.00339,0.00042,0
"SWE",1979,23,0.11162,0.06124,0.04307,0.00665,0.00063,2e-05
"SWE",1979,24,0.12449,0.0641,0.05041,0.00878,0.00105,0.00015
"SWE",1979,25,0.12937,0.06059,0.05418,0.01272,0.00157,3e-04
"SWE",1979,26,0.13068,0.05385,0.0587,0.01542,0.00235,0.00035
"SWE",1979,27,0.12788,0.04591,0.06075,0.01776,0.00278,0.00069
"SWE",1979,28,0.12024,0.0388,0.05708,0.02048,0.00316,0.00072
"SWE",1979,29,0.10776,0.03083,0.05035,0.02174,0.00387,0.00096
"SWE",1979,30,0.09195,0.02228,0.04315,0.02095,0.0044,0.00116
"SWE",1979,31,0.08054,0.01822,0.03435,0.02156,0.00509,0.00133
"SWE",1979,32,0.06636,0.01352,0.02712,0.01869,0.00514,0.00189
"SWE",1979,33,0.05435,0.00963,0.02143,0.01647,0.00501,0.00181
"SWE",1979,34,0.04355,0.00714,0.01603,0.01379,0.0045,0.00209
"SWE",1979,35,0.03717,0.00657,0.01231,0.01153,0.00452,0.00224
"SWE",1979,36,0.02944,0.00475,0.00978,0.0091,0.0039,0.00191
"SWE",1979,37,0.02129,0.00361,0.00634,0.00577,0.00344,0.00213
"SWE",1979,38,0.01702,0.00235,0.00459,0.00506,0.00299,0.00203
"SWE",1979,39,0.01241,0.00167,0.003,0.00375,0.0021,0.0019
"SWE",1979,40,0.00841,0.00128,0.00188,0.00235,0.00153,0.00136
"SWE",1979,41,0.00555,0.00065,0.00106,0.00136,0.00114,0.00134
"SWE",1979,42,0.00405,0.00071,0.00087,0.00105,0.00071,0.00071
"SWE",1979,43,0.00207,0.00032,3e-04,5e-04,0.00043,0.00052
"SWE",1979,44,0.00086,0.00012,5e-05,0.00021,0.00021,0.00028
"SWE",1979,45,0.00047,9e-05,5e-05,0.00014,2e-05,0.00017
"SWE",1979,46,0.00023,0,0,2e-05,5e-05,0.00016
"SWE",1979,47,5e-05,0,0,0,2e-05,2e-05
"SWE",1979,48,2e-05,0,0,0,2e-05,0
"SWE",1979,49,0,0,0,0,0,0
"SWE",1979,50,0,0,0,0,0,0
"SWE",1979,51,0,0,0,0,0,0
"SWE",1979,52,0,0,0,0,0,0
"SWE",1979,53,0,0,0,0,0,0
"SWE",1979,54,0,0,0,0,0,0
"SWE",1979,55,0,0,0,0,0,0
"SWE",1980,12,0,0,0,0,0,0
"SWE",1980,13,3e-05,3e-05,0,0,0,0
"SWE",1980,14,0.00022,0.00022,0,0,0,0
"SWE",1980,15,0.00094,0.00092,2e-05,0,0,0
"SWE",1980,16,0.00373,0.00366,7e-05,0,0,0
"SWE",1980,17,0.01109,0.01063,0.00044,2e-05,0,0
"SWE",1980,18,0.02346,0.02178,0.00166,2e-05,0,0
"SWE",1980,19,0.04319,0.03787,0.00503,0.00027,2e-05,0
"SWE",1980,20,0.06372,0.05106,0.01205,0.00057,4e-05,0
"SWE",1980,21,0.08167,0.05865,0.02138,0.00153,9e-05,2e-05
"SWE",1980,22,0.09585,0.06155,0.03086,0.00322,0.00018,4e-05
"SWE",1980,23,0.11103,0.0631,0.04151,0.00572,0.00065,5e-05
"SWE",1980,24,0.12375,0.06476,0.04839,0.00926,0.00117,0.00016
"SWE",1980,25,0.12884,0.06189,0.05292,0.01244,0.00132,0.00027
"SWE",1980,26,0.13166,0.05846,0.05608,0.01459,0.00217,0.00036
"SWE",1980,27,0.12943,0.04792,0.06042,0.01769,0.00294,0.00045
"SWE",1980,28,0.12378,0.04122,0.0574,0.02101,0.00323,0.00091
"SWE",1980,29,0.10969,0.0321,0.05027,0.02191,0.00435,0.00106
"SWE",1980,30,0.09699,0.025,0.04265,0.02318,0.0048,0.00137
"SWE",1980,31,0.08327,0.01882,0.03684,0.02117,0.00512,0.00132
"SWE",1980,32,0.07019,0.01397,0.02859,0.01993,0.0057,0.002
"SWE",1980,33,0.0593,0.01093,0.02303,0.01817,0.00528,0.00189
"SWE",1980,34,0.04689,0.00863,0.01626,0.01459,0.00516,0.00225
"SWE",1980,35,0.03605,0.00602,0.0118,0.01148,0.0047,0.00205
"SWE",1980,36,0.03039,0.00498,0.00961,0.00916,0.00446,0.00218
"SWE",1980,37,0.02319,0.00346,0.00687,0.00743,0.0036,0.00183
"SWE",1980,38,0.01724,0.00239,0.00444,0.00576,0.00281,0.00183
"SWE",1980,39,0.01317,0.00212,0.00305,0.00376,0.00222,0.00201
"SWE",1980,40,0.00827,0.00122,0.0019,0.00204,0.00155,0.00155
"SWE",1980,41,0.0061,0.00093,0.00126,0.00159,0.00122,0.0011
"SWE",1980,42,0.00313,0.00032,0.00058,0.00067,0.00069,0.00086
"SWE",1980,43,0.00209,0.00045,0.00042,0.00049,0.00033,4e-04
"SWE",1980,44,0.00112,0.00011,0.00018,0.00014,0.00032,0.00037
"SWE",1980,45,0.00047,7e-05,7e-05,5e-05,9e-05,0.00019
"SWE",1980,46,0.00014,0,0,2e-05,5e-05,7e-05
"SWE",1980,47,9e-05,2e-05,2e-05,2e-05,0,2e-05
"SWE",1980,48,2e-05,0,0,0,2e-05,0
"SWE",1980,49,0,0,0,0,0,0
"SWE",1980,50,0,0,0,0,0,0
"SWE",1980,51,0,0,0,0,0,0
"SWE",1980,52,0,0,0,0,0,0
"SWE",1980,53,0,0,0,0,0,0
"SWE",1980,54,0,0,0,0,0,0
"SWE",1980,55,0,0,0,0,0,0
"SWE",1981,12,0,0,0,0,0,0
"SWE",1981,13,0,0,0,0,0,0
"SWE",1981,14,2e-04,2e-04,0,0,0,0
"SWE",1981,15,0.00087,0.00085,2e-05,0,0,0
"SWE",1981,16,0.00317,0.0031,7e-05,0,0,0
"SWE",1981,17,0.00983,0.00954,0.00028,2e-05,0,0
"SWE",1981,18,0.02215,0.02036,0.00176,4e-05,0,0
"SWE",1981,19,0.03959,0.03458,0.00477,0.00022,2e-05,0
"SWE",1981,20,0.05768,0.04676,0.01035,0.00053,4e-05,0
"SWE",1981,21,0.07538,0.05445,0.0193,0.00149,0.00013,0
"SWE",1981,22,0.09168,0.05907,0.02901,0.00332,0.00026,2e-05
"SWE",1981,23,0.10764,0.06287,0.03894,0.0053,0.00053,0
"SWE",1981,24,0.11744,0.06319,0.04438,0.00898,0.00079,0.00011
"SWE",1981,25,0.1245,0.05931,0.05124,0.0123,0.0014,0.00025
"SWE",1981,26,0.12616,0.05307,0.05381,0.0166,0.00238,0.00029
"SWE",1981,27,0.12581,0.04799,0.05686,0.01778,0.00281,0.00037
"SWE",1981,28,0.11801,0.03971,0.05374,0.02046,0.0033,8e-04
"SWE",1981,29,0.10945,0.03178,0.05123,0.02164,0.00391,0.00088
"SWE",1981,30,0.09798,0.02633,0.04316,0.02268,0.00447,0.00133
"SWE",1981,31,0.08549,0.01856,0.03845,0.02157,0.00527,0.00164
"SWE",1981,32,0.07054,0.01358,0.02877,0.02119,0.0054,0.0016
"SWE",1981,33,0.05833,0.01125,0.02174,0.01805,0.00548,0.00182
"SWE",1981,34,0.05112,0.00878,0.01793,0.01674,0.00554,0.00213
"SWE",1981,35,0.0373,0.0066,0.01292,0.01164,0.00387,0.00227
"SWE",1981,36,0.03004,0.00487,0.00936,0.00969,0.00411,0.00202
"SWE",1981,37,0.02356,0.0037,0.00669,0.00773,0.00375,0.00169
"SWE",1981,38,0.01758,0.00256,0.00454,0.00532,0.00316,0.002
"SWE",1981,39,0.01195,0.00187,0.00309,0.00354,0.00209,0.00135
"SWE",1981,40,0.0088,0.00098,0.00206,0.00243,0.00177,0.00156
"SWE",1981,41,0.0057,0.00108,0.00108,0.00139,0.00102,0.00112
"SWE",1981,42,0.00431,0.00041,0.00106,0.00114,0.00085,0.00085
"SWE",1981,43,0.00199,0.00024,0.00039,0.00048,0.00035,0.00054
"SWE",1981,44,0.00103,0.00016,0.00025,2e-04,0.00022,2e-04
"SWE",1981,45,0.00041,2e-05,0.00011,9e-05,9e-05,9e-05
"SWE",1981,46,0.00021,2e-05,0,5e-05,9e-05,5e-05
"SWE",1981,47,7e-05,0,0,0,7e-05,0
"SWE",1981,48,7e-05,0,2e-05,2e-05,0,2e-05
"SWE",1981,49,0,0,0,0,0,0
"SWE",1981,50,0,0,0,0,0,0
"SWE",1981,51,0,0,0,0,0,0
"SWE",1981,52,0,0,0,0,0,0
"SWE",1981,53,0,0,0,0,0,0
"SWE",1981,54,0,0,0,0,0,0
"SWE",1981,55,0,0,0,0,0,0
"SWE",1982,12,0,0,0,0,0,0
"SWE",1982,13,6e-05,6e-05,0,0,0,0
"SWE",1982,14,0.00012,0.00012,0,0,0,0
"SWE",1982,15,6e-04,0.00058,2e-05,0,0,0
"SWE",1982,16,0.00293,0.00288,5e-05,0,0,0
"SWE",1982,17,0.0087,0.00841,0.00025,5e-05,0,0
"SWE",1982,18,0.0183,0.01723,0.00101,5e-05,0,0
"SWE",1982,19,0.03793,0.03372,0.00403,0.00016,2e-05,0
"SWE",1982,20,0.05458,0.04429,0.00958,0.00067,2e-05,2e-05
"SWE",1982,21,0.07285,0.05251,0.01851,0.00168,0.00011,4e-05
"SWE",1982,22,0.08729,0.05581,0.02803,0.00336,9e-05,0
"SWE",1982,23,0.10122,0.05881,0.03622,0.00576,0.00043,0
"SWE",1982,24,0.11505,0.06209,0.0435,0.00823,0.00113,0.00011
"SWE",1982,25,0.12497,0.06007,0.05063,0.01249,0.00152,0.00025
"SWE",1982,26,0.1262,0.05545,0.0538,0.01477,0.00182,0.00036
"SWE",1982,27,0.12384,0.04768,0.05574,0.01697,0.0028,0.00065
"SWE",1982,28,0.12186,0.04091,0.05512,0.02132,0.00357,0.00094
"SWE",1982,29,0.1095,0.03367,0.04864,0.02202,0.00423,0.00096
"SWE",1982,30,0.09884,0.02612,0.04474,0.02213,0.00458,0.00126
"SWE",1982,31,0.08714,0.01965,0.03767,0.02286,0.00547,0.00149
"SWE",1982,32,0.07405,0.01473,0.03136,0.02103,0.00523,0.00169
"SWE",1982,33,0.06132,0.0113,0.02406,0.01924,0.00502,0.00169
"SWE",1982,34,0.05025,0.00866,0.01789,0.0171,0.00489,0.00171
"SWE",1982,35,0.04055,0.00683,0.0136,0.0131,0.00465,0.00238
"SWE",1982,36,0.03114,0.00506,0.00944,0.01023,0.00437,0.00204
"SWE",1982,37,0.02359,0.00335,0.00698,0.0075,0.00371,0.00205
"SWE",1982,38,0.01778,0.00278,0.00505,0.00512,0.00298,0.00185
"SWE",1982,39,0.01267,0.00192,0.00308,0.00408,0.002,0.00158
"SWE",1982,40,0.0092,0.00128,0.00223,0.00267,0.00182,0.00121
"SWE",1982,41,0.00591,0.00081,0.00112,0.00158,0.00125,0.00114
"SWE",1982,42,0.00356,0.00055,0.00055,0.00084,8e-04,0.00082
"SWE",1982,43,0.00234,0.00031,0.00037,0.00058,0.00066,0.00041
"SWE",1982,44,0.00134,9e-05,0.00019,0.00037,0.00032,0.00037
"SWE",1982,45,4e-04,0,4e-05,9e-05,0.00011,0.00016
"SWE",1982,46,0.00025,0,0,5e-05,0.00014,7e-05
"SWE",1982,47,0.00016,0,0,0,5e-05,0.00012
"SWE",1982,48,5e-05,0,0,0,2e-05,2e-05
"SWE",1982,49,2e-05,0,0,2e-05,0,0
"SWE",1982,50,2e-05,0,0,0,0,2e-05
"SWE",1982,51,0,0,0,0,0,0
"SWE",1982,52,0,0,0,0,0,0
"SWE",1982,53,0,0,0,0,0,0
"SWE",1982,54,0,0,0,0,0,0
"SWE",1982,55,0,0,0,0,0,0
"SWE",1983,12,0,0,0,0,0,0
"SWE",1983,13,0,0,0,0,0,0
"SWE",1983,14,7e-05,7e-05,0,0,0,0
"SWE",1983,15,0.00063,0.00063,0,0,0,0
"SWE",1983,16,0.00239,0.00234,5e-05,0,0,0
"SWE",1983,17,0.00657,0.00634,0.00023,0,0,0
"SWE",1983,18,0.01678,0.01567,0.00108,3e-05,0,0
"SWE",1983,19,0.03218,0.02798,0.00405,0.00015,0,0
"SWE",1983,20,0.05076,0.04109,0.00902,0.00064,2e-05,0
"SWE",1983,21,0.06761,0.05015,0.0157,0.00166,0.00011,0
"SWE",1983,22,0.08491,0.05549,0.02598,0.00327,0.00011,6e-05
"SWE",1983,23,0.09959,0.05716,0.03612,0.00553,0.00072,6e-05
"SWE",1983,24,0.11364,0.0613,0.04287,0.00844,0.00089,0.00015
"SWE",1983,25,0.12383,0.06012,0.05035,0.01145,0.00172,0.00018
"SWE",1983,26,0.12541,0.05609,0.05221,0.01431,0.00252,0.00027
"SWE",1983,27,0.12457,0.04805,0.05477,0.01833,0.00275,0.00068
"SWE",1983,28,0.12139,0.04215,0.0542,0.02071,0.00374,6e-04
"SWE",1983,29,0.11289,0.03406,0.051,0.02222,0.00462,0.001
"SWE",1983,30,0.10007,0.02691,0.04426,0.02258,0.00508,0.00124
"SWE",1983,31,0.08919,0.02087,0.03766,0.02377,0.00547,0.00142
"SWE",1983,32,0.07424,0.01612,0.02951,0.02168,0.00534,0.00159
"SWE",1983,33,0.06207,0.01108,0.02276,0.02017,0.00596,0.00211
"SWE",1983,34,0.05184,0.00923,0.01816,0.01709,0.00559,0.00177
"SWE",1983,35,0.04176,0.00691,0.01344,0.01423,0.00523,0.00196
"SWE",1983,36,0.03314,0.00543,0.01017,0.01077,0.00464,0.00214
"SWE",1983,37,0.02355,0.00381,0.00707,0.00754,0.00334,0.00179
"SWE",1983,38,0.01823,0.00255,0.00473,0.00584,0.00332,0.00178
"SWE",1983,39,0.01367,0.00203,0.00405,0.00399,0.00204,0.00156
"SWE",1983,40,0.00934,0.0015,0.00201,0.00271,0.00191,0.00121
"SWE",1983,41,0.00588,0.00091,0.0013,0.00189,0.00097,0.00082
"SWE",1983,42,0.00344,0.00033,0.00077,0.00079,0.00081,0.00073
"SWE",1983,43,0.00272,0.00033,0.00037,0.00061,7e-04,0.00072
"SWE",1983,44,0.00123,0.00021,0.00017,0.00017,0.00031,0.00037
"SWE",1983,45,0.00048,0.00011,7e-05,4e-05,7e-05,2e-04
"SWE",1983,46,0.00031,2e-05,7e-05,7e-05,4e-05,0.00011
"SWE",1983,47,2e-05,0,0,0,2e-05,0
"SWE",1983,48,0,0,0,0,0,0
"SWE",1983,49,2e-05,0,0,0,2e-05,0
"SWE",1983,50,2e-05,0,0,0,0,2e-05
"SWE",1983,51,0,0,0,0,0,0
"SWE",1983,52,2e-05,0,0,0,0,2e-05
"SWE",1983,53,0,0,0,0,0,0
"SWE",1983,54,0,0,0,0,0,0
"SWE",1983,55,0,0,0,0,0,0
"SWE",1984,12,0,0,0,0,0,0
"SWE",1984,13,0,0,0,0,0,0
"SWE",1984,14,9e-05,9e-05,0,0,0,0
"SWE",1984,15,0.00061,0.00059,2e-05,0,0,0
"SWE",1984,16,0.00135,0.00129,5e-05,0,0,0
"SWE",1984,17,0.00607,0.00582,0.00025,0,0,0
"SWE",1984,18,0.01382,0.0126,0.00119,2e-05,2e-05,0
"SWE",1984,19,0.02988,0.0268,0.00302,7e-05,0,0
"SWE",1984,20,0.0465,0.03826,0.0078,0.00041,3e-05,0
"SWE",1984,21,0.06824,0.04995,0.01661,0.00165,4e-05,0
"SWE",1984,22,0.08029,0.05207,0.02462,0.00321,0.00035,4e-05
"SWE",1984,23,0.0974,0.05583,0.03537,0.00559,0.00055,6e-05
"SWE",1984,24,0.11393,0.06043,0.04324,0.009,0.00111,0.00015
"SWE",1984,25,0.12536,0.06255,0.04901,0.0121,0.0015,2e-04
"SWE",1984,26,0.13187,0.05786,0.05561,0.01549,0.00247,0.00045
"SWE",1984,27,0.12978,0.05181,0.05624,0.01788,0.00317,0.00068
"SWE",1984,28,0.12603,0.04505,0.0549,0.02113,0.00417,0.00079
"SWE",1984,29,0.11626,0.03688,0.05027,0.02312,0.00491,0.00108
"SWE",1984,30,0.10902,0.02988,0.04656,0.02578,0.00532,0.00149
"SWE",1984,31,0.09417,0.02252,0.0394,0.02426,0.00625,0.00176
"SWE",1984,32,0.08031,0.01662,0.0314,0.0239,0.00658,0.00181
"SWE",1984,33,0.06541,0.01217,0.025,0.02036,0.00603,0.00185
"SWE",1984,34,0.0538,0.00967,0.01919,0.01713,0.00577,0.00204
"SWE",1984,35,0.04475,0.0074,0.01427,0.01491,0.00559,0.00259
"SWE",1984,36,0.035,0.00512,0.01057,0.01226,0.0048,0.00225
"SWE",1984,37,0.02729,0.00416,0.00808,0.00886,0.00422,0.00197
"SWE",1984,38,0.01971,0.00284,0.00536,0.00609,0.00354,0.00188
"SWE",1984,39,0.0144,0.00202,0.00367,0.00429,0.00275,0.00166
"SWE",1984,40,0.01039,0.00118,0.00236,0.00334,0.00206,0.00145
"SWE",1984,41,0.00697,0.00083,0.00169,0.00204,0.0013,0.00111
"SWE",1984,42,0.00422,5e-04,0.00085,0.00093,0.00098,0.00095
"SWE",1984,43,0.00254,0.00029,0.00035,0.00069,0.00058,0.00063
"SWE",1984,44,0.00135,1e-04,0.00018,0.00016,0.00035,0.00055
"SWE",1984,45,0.00052,4e-05,6e-05,0.00015,1e-04,0.00017
"SWE",1984,46,0.00037,0,2e-05,4e-05,0.00011,2e-04
"SWE",1984,47,0.00011,0,0,4e-05,0,7e-05
"SWE",1984,48,5e-05,0,0,0,0,5e-05
"SWE",1984,49,0,0,0,0,0,0
"SWE",1984,50,0,0,0,0,0,0
"SWE",1984,51,0,0,0,0,0,0
"SWE",1984,52,0,0,0,0,0,0
"SWE",1984,53,0,0,0,0,0,0
"SWE",1984,54,0,0,0,0,0,0
"SWE",1984,55,0,0,0,0,0,0
"SWE",1985,12,0,0,0,0,0,0
"SWE",1985,13,2e-05,2e-05,0,0,0,0
"SWE",1985,14,0.00013,0.00013,0,0,0,0
"SWE",1985,15,0.00045,0.00044,2e-05,0,0,0
"SWE",1985,16,0.00198,0.0019,7e-05,0,0,0
"SWE",1985,17,0.00611,0.00578,0.00031,2e-05,0,0
"SWE",1985,18,0.01423,0.0132,0.00099,3e-05,0,0
"SWE",1985,19,0.02977,0.02631,0.00327,0.00018,0,0
"SWE",1985,20,0.04844,0.04035,0.00761,0.00044,3e-05,0
"SWE",1985,21,0.06506,0.04874,0.01469,0.00153,1e-04,0
"SWE",1985,22,0.08255,0.05484,0.02421,0.00316,0.00033,2e-05
"SWE",1985,23,0.10047,0.05945,0.03432,0.00612,0.00054,6e-05
"SWE",1985,24,0.11923,0.06343,0.0446,0.00993,0.00113,0.00015
"SWE",1985,25,0.12964,0.06465,0.04961,0.01324,0.00193,0.00021
"SWE",1985,26,0.13508,0.05987,0.0549,0.01698,0.00293,0.00041
"SWE",1985,27,0.13728,0.05464,0.05683,0.02088,0.00411,0.00081
"SWE",1985,28,0.13372,0.04667,0.05729,0.02335,0.00527,0.00114
"SWE",1985,29,0.1236,0.03949,0.05168,0.02593,0.0053,0.0012
"SWE",1985,30,0.11339,0.03175,0.04843,0.02529,0.0065,0.00143
